681,113,4
267,81,5
645,1364,4
175,832,2
199,1289,5
527,660,4
857,1041,5
913,1102,4
824,1351,5
606,1256,4
95,797,4
480,871,5
375,441,3
93,1669,4
824,1678,3
273,1565,4
533,1487,5
613,1156,4
677,252,4
267,992,5
598,1669,5
58,727,4
112,1063,4
356,1612,4
605,986,4
729,560,2
929,342,4
377,1622,5
361,1501,3
199,1262,4
613,1646,4
484,516,3
639,992,3
935,991,4
896,944,3
305,1308,4
510,155,5
935,1589,2
564,720,5
66,60,3
434,979,4
226,477,4
355,467,5
508,602,5
877,1205,4
613,56,3
595,891,2
375,255,5
913,1602,5
897,423,3
252,1498,4
94,392,3
250,1530,2
106,1415,3
273,1511,2
458,297,4
58,1527,4
458,1045,4
106,1557,4
144,694,3
547,487,5
526,321,2
691,637,3
777,73,3
913,13,5
124,1286,5
851,382,3
496,1099,4
247,400,5
824,906,4
57,1401,5
384,1565,3
98,97,3
273,98,1
525,1262,4
183,112,4
124,1183,1
894,1488,2
163,632,3
318,1454,4
398,8,5
935,1130,3
250,980,3
613,654,3
809,1215,3
59,1076,5
526,662,3
925,103,4
158,491,5
342,1256,5
663,1564,4
123,1215,3
40,918,4
608,129,3
318,1397,3
267,69,5
401,818,5
214,1099,5
927,524,5
510,103,5
929,101,2
357,1672,1
163,487,4
11,751,4
94,1468,2
318,1068,5
509,1591,2
508,288,4
788,186,1
377,934,4
267,712,3
273,1303,1
458,24,4
515,236,4
343,512,4
187,1324,3
523,759,1
477,1646,5
613,862,3
510,988,5
792,443,5
634,1115,1
214,602,5
720,299,4
790,1397,3
896,1336,3
589,267,4
386,1575,4
211,1501,5
273,295,1
422,342,4
267,1041,4
273,1005,2
377,890,4
692,1377,4
527,102,2
226,1565,5
930,475,1
677,1668,1
273,1308,4
166,1545,4
663,658,2
214,868,5
677,67,4
480,913,4
532,992,5
95,409,2
896,596,3
377,614,4
355,1415,5
888,720,5
574,1565,3
357,321,2
11,1619,4
790,1061,4
935,998,3
700,1219,5
913,97,4
526,1071,4
477,1551,3
775,426,1
207,735,4
939,1438,3
690,91,4
470,164,3
510,1534,5
615,1396,5
550,1038,5
518,1146,3
930,686,4
509,744,4
790,1473,3
510,1311,5
698,335,5
104,516,5
748,957,4
564,525,5
615,1063,4
527,735,3
295,1153,4
183,378,4
728,1326,4
40,129,5
525,24,5
238,1523,3
331,979,5
574,1534,3
846,880,1
362,1627,2
267,317,5
880,788,4
356,229,1
377,1519,4
824,830,3
579,1076,5
163,284,3
616,1367,4
574,890,3
68,1023,1
211,844,2
677,873,3
880,1627,2
751,1400,4
239,868,3
608,477,1
362,973,4
930,1508,5
558,1627,4
391,159,5
487,956,4
553,269,3
532,1677,5
658,1321,5
496,1613,4
880,712,2
811,1669,5
534,512,4
207,1538,4
12,1177,2
377,1018,5
356,1055,3
239,1567,5
187,426,5
460,447,3
708,422,2
497,1073,3
106,378,5
63,13,5
98,1215,3
773,453,2
681,822,4
273,246,1
68,818,4
94,1673,3
847,227,3
824,1320,1
484,1487,3
507,77,4
732,453,3
617,1292,5
258,955,3
658,822,1
935,1087,4
278,212,4
634,1222,4
515,1034,4
175,1214,1
657,388,5
605,45,5
295,744,4
606,1527,4
94,683,3
496,713,5
226,93,2
510,809,3
792,793,2
212,1091,4
480,1639,2
613,305,2
824,314,5
578,1602,5
510,134,3
777,893,3
775,1646,3
831,327,4
508,1098,4
777,827,3
510,559,2
239,734,4
439,893,4
356,939,5
375,1239,3
564,1252,5
696,265,3
900,1535,4
176,893,5
729,2,4
407,822,3
214,1027,3
872,781,3
50,1556,4
336,1520,4
788,1517,4
930,414,5
356,689,3
355,673,5
721,299,5
579,855,4
331,1672,4
401,1007,1
486,643,3
362,470,2
896,1669,3
355,525,5
788,1623,5
595,1520,4
480,1556,3
515,1087,1
331,430,1
351,1660,4
806,712,4
355,1323,5
880,236,3
451,863,4
94,1142,4
553,1305,3
12,977,3
657,1500,1
124,1180,2
106,1454,4
124,1157,1
86,147,3
345,683,4
824,62,3
356,248,4
851,457,2
94,751,3
355,1205,3
124,167,4
790,181,3
598,1233,5
68,1034,3
211,1397,4
615,417,2
50,1631,3
908,1186,3
357,457,5
806,1205,3
166,439,4
617,1099,5
267,834,5
616,1640,3
915,249,2
457,660,5
258,1180,3
527,1677,5
634,164,4
616,725,4
29,1514,1
377,607,5
510,1037,3
508,956,5
242,784,5
355,744,5
524,62,4
579,607,2
162,478,3
896,826,2
407,1565,4
258,913,4
714,226,3
398,331,4
525,799,1
908,1382,4
527,744,4
762,770,4
488,145,5
677,1397,4
258,522,2
801,713,4
806,1665,2
677,1231,4
77,439,4
117,781,3
232,330,1
578,1194,5
286,1578,3
28,1013,3
84,745,3
613,51,2
487,1053,3
691,993,3
106,660,3
506,679,1
124,13,5
477,1672,2
605,1326,5
50,818,4
681,439,4
700,868,4
913,1438,4
176,1344,1
606,1205,4
496,1619,4
273,152,3
68,1389,4
477,1410,3
721,1669,4
692,1296,5
786,185,2
283,732,5
211,1249,5
253,1536,4
894,587,4
238,1377,4
85,1599,4
241,853,3
357,1567,2
398,1180,4
407,1235,4
691,769,2
477,310,3
790,255,4
68,587,3
457,1551,4
579,577,5
273,501,1
376,1550,4
497,72,4
375,1086,4
881,1160,4
579,1205,3
792,1624,4
0,784,2
857,1326,5
401,86,4
382,1574,4
855,908,3
175,698,1
398,1362,3
413,808,5
176,1583,2
510,1027,5
913,1670,5
496,247,5
608,840,3
420,858,1
357,342,3
929,1445,3
935,1519,3
477,134,2
50,1341,5
377,632,3
356,1272,5
913,1068,5
357,1086,4
574,1220,1
496,587,4
630,1575,5
564,1034,5
579,957,2
267,638,5
94,992,2
163,1677,4
331,327,4
305,1326,5
362,1094,3
896,1316,4
12,1677,4
691,323,3
877,1153,4
391,953,3
851,1234,1
533,997,4
106,86,1
345,956,5
510,472,3
831,1210,4
550,178,3
606,1060,4
239,559,4
534,457,4
117,1563,3
510,871,3
377,175,5
820,729,4
375,831,4
708,1344,2
777,470,1
375,556,4
615,1428,1
690,1072,3
176,470,2
647,1519,4
930,1438,4
323,1377,4
477,1578,3
806,346,3
647,1216,3
242,129,4
273,681,1
526,1289,2
37,1294,3
506,1321,2
763,294,4
484,500,2
579,992,4
913,652,4
95,509,4
691,440,2
762,367,2
480,1132,4
66,713,4
524,489,4
398,388,4
510,841,5
451,1319,4
880,395,4
381,1484,3
86,1556,4
12,1003,4
898,1081,3
790,763,1
748,1672,4
487,1081,4
880,1061,4
876,228,1
50,556,4
199,51,3
250,1097,3
616,1566,3
523,13,5
930,423,1
273,601,1
250,858,3
565,342,5
824,1041,5
284,237,4
117,1493,4
65,980,5
124,991,3
214,712,4
331,1180,4
564,855,2
532,309,5
877,1556,5
525,1646,5
390,770,5
935,318,2
398,1459,5
613,991,3
355,727,5
639,99,3
896,1639,2
573,855,4
484,637,3
777,525,4
176,692,3
595,1551,3
231,538,1
11,1264,4
28,618,4
518,617,5
933,99,3
675,712,5
375,858,4
721,225,4
700,1321,3
927,735,5
798,1116,4
613,1677,4
790,478,3
896,324,4
252,1534,4
382,1575,4
250,1602,5
428,244,3
484,188,3
657,1542,4
496,451,4
616,1394,4
617,1389,5
239,862,5
615,1319,4
775,1272,1
677,314,3
0,1060,4
183,345,3
323,1435,5
163,715,2
914,510,5
252,53,4
5,1063,3
824,750,2
750,594,3
545,1488,1
663,1542,5
929,1672,1
331,1071,4
93,605,5
253,1438,5
475,1674,1
508,1482,3
214,1459,4
708,1556,4
809,1192,4
896,858,4
616,618,3
436,13,5
331,1035,1
190,561,5
790,1194,4
526,324,4
508,1508,4
250,1481,3
273,1643,1
86,993,4
226,1563,4
700,727,5
509,1351,5
677,1480,5
112,608,4
500,284,4
574,918,4
211,367,3
564,1299,5
117,384,5
273,1656,1
176,1640,3
533,392,5
877,1081,3
579,660,4
382,227,5
117,834,5
553,1527,3
207,765,5
123,712,5
214,679,4
401,301,3
86,1296,4
451,453,4
362,299,2
382,1622,2
480,956,4
565,1063,1
211,1670,4
508,16,3
896,1271,5
361,1217,4
692,858,5
935,1231,2
913,37,3
496,1458,3
935,1460,3
824,699,3
356,855,4
175,1361,1
307,99,4
345,1054,5
391,265,3
124,567,5
792,247,5
518,973,5
273,516,3
675,788,4
894,614,3
613,683,3
95,288,2
523,1520,3
888,858,5
434,453,3
728,1131,2
152,830,2
750,1340,5
681,93,3
390,395,4
690,751,2
175,1520,4
913,890,5
357,751,5
355,1023,5
691,1237,3
616,1205,5
152,129,4
598,1114,5
578,188,5
356,70,3
475,1215,1
886,1096,3
585,370,4
484,383,1
657,1366,3
355,1638,3
278,828,5
820,1460,4
331,1621,2
422,1637,5
214,1304,3
242,587,5
66,246,4
95,679,2
47,1589,3
207,732,3
391,662,3
777,1605,1
68,782,4
477,992,4
226,389,1
68,1520,4
639,956,3
509,113,5
331,138,4
488,419,5
790,828,2
226,51,3
318,1098,3
677,472,3
817,566,2
96,294,3
788,342,3
297,1326,4
94,421,3
458,167,4
273,1520,3
898,1550,4
356,727,4
480,218,5
391,457,4
913,1527,4
792,1319,5
817,236,1
847,781,4
525,797,5
534,297,4
398,111,5
487,453,4
729,1415,5
477,1398,2
286,893,3
175,531,3
305,1400,5
908,1670,5
527,1444,2
117,1436,5
763,1038,5
106,1299,3
657,622,1
497,1134,4
615,181,4
12,213,3
824,207,4
876,979,5
615,1180,2
362,1539,3
500,1585,3
696,1241,3
510,1521,2
241,681,5
935,699,1
292,213,4
331,431,4
242,429,5
613,988,3
382,228,5
375,1613,3
613,479,4
506,325,3
436,1459,5
798,478,3
690,831,5
94,255,5
355,654,3
615,1268,4
239,729,3
888,1060,5
900,421,1
124,506,3
681,1622,5
915,1038,3
242,622,5
896,850,4
124,833,1
525,144,3
166,933,4
480,1169,5
284,1018,4
84,796,4
58,1243,4
84,246,3
241,1556,1
94,781,3
331,519,3
835,853,1
880,155,5
273,679,1
356,614,5
331,1327,4
12,1194,4
576,1499,5
50,1041,3
65,500,4
124,1565,5
183,1011,4
509,1365,2
507,414,3
357,1564,2
595,808,5
775,910,3
497,852,5
896,762,3
676,1331,2
527,818,4
645,1175,3
94,1144,4
729,429,3
12,3,5
117,1458,3
267,772,4
497,1305,3
362,388,1
85,960,4
273,1324,1
663,1556,4
913,1551,4
199,712,5
908,443,4
175,1677,3
375,1064,4
351,453,5
532,1571,5
75,453,4
226,658,2
739,168,4
691,1177,1
533,1631,5
124,807,3
508,665,4
933,1007,4
458,1397,4
630,387,5
458,1428,4
362,1324,1
925,846,5
29,1408,1
278,1638,5
744,1194,4
212,1514,1
434,1101,3
568,716,5
515,1562,3
176,306,2
898,1280,3
166,1575,3
343,542,5
933,1550,3
12,1567,5
323,640,5
824,86,2
606,980,4
286,255,5
896,1232,5
798,72,5
858,1252,5
253,1533,3
124,984,3
417,99,2
517,1283,2
748,1520,5
522,165,5
117,310,4
12,1099,3
527,318,3
64,1038,4
526,53,3
466,504,4
606,178,5
58,514,5
896,1109,4
533,275,3
568,1665,4
356,1139,4
176,1041,5
711,855,5
455,236,5
881,847,4
86,342,4
117,417,5
608,1523,3
613,319,2
162,246,2
634,516,4
68,712,5
824,1486,2
823,1564,4
436,1467,2
675,1210,4
307,1533,1
331,29,1
292,1539,4
117,605,5
823,1533,5
545,1321,5
434,1527,3
690,828,4
47,732,4
342,233,3
521,850,4
391,1169,5
496,443,5
267,499,5
613,1015,4
792,1060,5
77,145,3
63,686,4
775,1677,4
908,247,4
687,457,3
824,1403,4
226,768,5
26,1669,4
66,145,5
283,1294,3
12,609,4
351,1542,3
226,853,5
183,784,4
824,1240,4
788,1539,4
226,1231,3
84,421,3
106,1563,2
106,1613,2
881,1375,3
286,1184,4
86,138,3
486,144,5
267,255,4
76,1222,3
645,1275,3
846,559,1
532,1559,4
523,1107,3
880,1631,4
886,956,3
477,226,4
681,457,3
94,1505,4
608,284,3
526,584,5
579,392,4
267,1304,5
286,884,5
616,44,1
11,1221,3
267,1215,3
273,558,1
527,1219,3
384,1682,4
106,1468,2
790,511,4
615,409,3
480,1073,4
933,164,3
330,986,5
553,710,3
351,10,5
212,1517,4
788,720,3
876,518,5
634,57,4
356,1073,4
407,1400,4
264,293,2
551,1677,5
487,992,5
342,622,4
300,324,4
95,392,4
790,1631,3
212,97,5
613,960,4
356,1109,1
792,744,4
273,159,1
356,836,2
929,1132,5
345,791,5
214,1064,4
226,1669,3
714,1045,3
124,926,3
250,318,3
510,1637,3
933,482,3
399,1068,4
123,1159,2
29,781,4
824,1657,4
777,540,4
356,320,3
163,145,4
176,745,5
12,979,2
929,284,3
817,1331,1
50,934,4
633,1647,3
375,162,4
176,830,5
616,1427,3
616,1545,3
93,1564,2
162,1550,3
929,1277,3
634,1539,3
927,1023,5
616,1217,4
362,668,3
106,743,3
409,443,4
597,1529,5
331,1191,3
657,1326,5
720,681,5
226,113,2
297,441,5
475,1352,1
896,694,1
615,1596,4
429,851,3
250,256,3
880,796,3
527,613,4
935,195,3
250,907,4
86,577,3
564,893,5
250,668,2
691,1101,4
357,1101,5
896,568,4
124,1086,4
79,217,5
608,979,2
496,1627,2
398,1107,5
382,980,4
264,845,5
398,129,4
508,1397,5
68,392,4
553,630,2
615,1054,4
798,749,3
166,1060,5
578,899,2
226,1608,3
375,939,4
762,1099,4
86,1151,4
526,51,4
29,1521,2
375,257,3
633,640,3
515,1194,4
507,637,5
633,782,4
428,1390,2
106,1498,3
94,1519,4
696,1672,5
12,1496,3
700,762,5
207,1487,1
681,796,4
486,1191,1
790,628,3
817,378,4
913,1222,4
806,1107,4
386,1647,4
247,1114,5
486,893,4
820,212,3
870,325,2
886,850,3
175,1092,3
77,1428,2
935,940,2
913,490,3
124,1435,5
510,793,4
534,884,4
362,1107,3
691,1045,3
239,992,5
267,256,3
258,236,3
199,53,5
382,220,5
477,1117,3
152,1371,5
787,693,4
721,1134,4
28,693,1
163,768,3
176,559,3
247,1013,3
250,1565,3
865,86,2
416,1002,4
355,310,5
382,543,5
226,1459,3
739,822,2
527,1670,3
608,830,3
162,614,5
748,429,4
190,1524,3
728,1575,5
247,164,4
894,53,5
106,1436,3
480,1682,3
86,881,5
510,654,5
613,1101,4
615,86,3
124,249,2
880,282,5
777,681,4
68,847,5
207,1326,5
634,1480,3
898,340,4
484,1252,2
226,654,3
106,236,2
896,310,5
851,1139,4
677,86,2
50,1311,3
273,1554,1
933,636,3
331,751,4
436,640,4
187,1533,4
452,1394,3
855,980,4
117,512,5
690,768,4
267,907,2
933,410,4
398,1653,3
357,419,3
831,45,3
331,112,2
929,616,5
28,1401,4
331,768,5
377,1480,4
398,1053,4
40,62,4
574,1320,1
913,1075,5
714,1456,3
283,1331,3
913,116,2
510,1040,5
0,374,4
399,731,2
613,444,2
724,421,3
792,919,2
153,1286,3
487,712,5
391,330,5
881,1231,3
58,53,4
709,394,2
477,613,3
65,30,4
0,1528,4
250,1527,3
748,1397,4
896,810,4
615,1087,5
898,421,4
331,1239,4
286,909,3
29,1428,3
336,280,1
484,422,2
242,890,5
721,1264,4
617,1262,1
40,0,4
913,671,3
657,249,2
375,40,4
331,465,2
515,1500,2
500,1514,4
214,453,4
76,781,4
507,1114,4
29,744,4
163,506,5
691,732,3
798,1672,5
886,1308,4
226,321,3
162,207,4
351,59,5
124,99,3
286,896,4
226,773,4
574,1102,3
527,378,5
58,1114,4
106,1099,3
356,732,3
390,330,4
709,45,5
851,1107,4
227,611,5
253,712,4
331,1600,3
739,361,4
357,225,4
606,1372,4
913,195,3
697,896,2
929,1107,4
58,1556,3
624,1519,5
226,108,4
162,323,4
250,1199,3
831,1524,5
477,1584,3
239,505,2
913,1475,4
112,217,5
527,649,3
273,464,1
900,86,3
367,91,5
50,1442,3
527,1505,5
865,57,5
297,431,4
615,1668,5
106,643,2
509,1575,5
162,852,4
377,123,5
497,248,3
510,683,4
226,287,3
278,893,5
300,808,4
497,1214,3
792,382,4
568,188,2
691,290,3
398,859,4
574,88,3
929,501,4
824,1106,4
775,1660,2
935,1520,3
615,1613,5
817,1299,4
117,298,4
95,1428,1
809,447,4
429,561,5
579,457,3
76,371,4
675,1397,4
250,1132,2
537,330,4
470,1199,3
85,1571,4
510,640,4
11,1562,3
407,834,5
896,1272,5
152,1531,3
355,1244,5
267,144,5
227,1536,5
708,342,5
307,1390,5
681,750,3
763,712,4
515,400,1
94,1053,3
762,265,5
176,27,1
84,808,5
616,643,3
300,1565,3
488,1177,2
384,507,4
377,1548,3
533,324,2
175,1232,4
278,1556,4
880,890,4
526,167,3
579,91,4
0,1223,4
283,1118,2
509,1038,5
675,1088,3
762,366,4
28,913,3
913,931,1
484,431,1
226,324,3
787,1539,5
66,1556,5
913,1305,3
847,97,3
377,468,5
158,1114,4
63,294,4
930,1466,1
616,773,3
824,794,2
480,25,4
247,460,4
929,1305,1
527,1011,3
751,1394,4
534,683,3
117,855,5
877,1023,5
748,743,2
847,1364,4
900,13,5
375,1202,3
29,1132,4
806,1575,1
579,1394,4
207,1192,5
873,1637,3
788,885,3
673,1415,5
396,97,4
790,350,4
817,893,5
568,1190,3
283,980,4
355,255,5
935,1191,2
35,1514,3
106,1324,3
96,1353,4
532,587,4
547,808,5
211,265,4
226,1220,4
399,1126,4
593,528,3
384,1542,4
158,812,3
175,799,5
564,1639,3
696,947,4
11,421,3
641,217,5
696,1583,3
532,91,5
29,346,2
691,330,5
29,737,4
422,145,3
930,1677,5
331,1299,5
124,1143,4
65,1064,5
117,409,5
211,1534,5
106,1542,3
748,1432,4
532,1212,5
239,613,5
464,960,3
331,561,5
382,1565,3
117,1088,1
357,712,5
247,1472,4
318,506,5
657,822,5
398,487,3
691,1400,2
273,874,1
565,742,1
496,1528,4
250,102,4
894,1669,4
484,1096,3
386,1326,4
896,1517,5
691,1035,1
886,713,2
384,1507,3
106,745,4
65,334,2
286,419,4
65,1221,1
391,409,4
477,350,4
50,727,5
930,1094,1
507,1139,4
356,785,4
613,1570,2
345,1028,5
532,1505,4
242,979,5
106,732,4
175,1362,2
12,13,4
362,431,1
258,602,3
721,1377,5
913,1668,4
356,557,3
888,236,5
930,1580,1
564,850,3
522,986,5
398,1007,4
47,1064,3
809,851,2
398,850,4
510,1460,3
273,110,1
579,762,3
375,1444,4
792,1232,5
914,855,5
930,1096,3
615,946,3
35,470,3
11,1299,4
401,810,5
95,1373,4
518,1371,5
553,1294,4
68,950,1
583,1007,1
384,318,3
273,1533,3
477,62,4
939,1445,3
336,225,5
896,744,5
351,956,4
677,1188,4
913,1366,4
267,394,2
613,400,4
85,1410,4
888,839,4
84,815,2
791,1081,2
460,1038,4
647,1340,4
2,1602,5
330,1094,3
211,1030,4
95,846,4
510,1277,5
258,1053,3
214,1007,5
398,1365,4
497,939,5
615,758,3
617,1654,1
790,1205,3
283,784,4
65,1614,4
106,1114,4
12,1639,3
790,1316,4
547,1600,2
401,872,3
273,962,2
658,1107,3
377,1116,3
551,914,4
595,943,4
124,681,4
454,808,4
224,1613,3
711,797,3
720,244,5
690,1057,4
331,213,3
806,757,5
158,1098,5
826,1132,4
801,324,3
95,172,2
574,1230,3
510,750,4
185,1539,4
355,56,5
35,419,4
616,192,5
267,472,5
